id,story1,type1,obj1,story2,type2,obj2,story3,type3,obj3,story4,type4,obj4,story5,type5,obj5,story6,type6,obj6,story7,type7,obj7,story8,type8,obj8,story9,type9,obj9,story10,type10,obj10,story11,type11,obj11,story12,type12,obj12,endRow
100462,精美绝伦的雕琢手艺，不愧是时序三女神的杰作，暗黑末世中，它是最先反叛的邪龙之一。,2,100409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100464,可惜，雕像眼部的猫眼石遗失，使它无法汇聚魔力指引其他雕像的方向。,2,100409,戴维德收藏了七彩猫眼石，我教你一个幻术，试试从他手上夺来？用你的智慧来惩治这奸诈的商人，成功后交给波吕克赛娜。,2,100409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100465,乡巴佬！别用你的眼睛亵渎这些价值连城的宝石。,2,100413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100466,嗯？现在开始，你看着我的眼，然后，你看到有光纱笼罩着你，放松点，把我想成你最熟悉的人，最亲切，最梦寐的人……,3,,甄妮莎？！你终于愿意前来接受我的心意了吗？,2,100413,（这女人是谁？）是的戴维德，我来了……空说无凭，七彩猫眼石可以证明你的心意，明白我的意思吗？,3,,这个……虽然你很美丽，但甄妮莎，璀璨的宝石是我的生命，实在难以割舍给你。,2,100413,（一拳挥过去，清醒后的戴维德在地上求饶并将猫眼石交出。）,3,,,,,,,,,,,,,,,,,,,,,,,
#100467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100468,饶过我吧，相信波吕克塞娜正焦急地等待着你，不要让美丽的女士久等，稍后再教训我，对吧，嘿嘿。,2,100413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100469,卡珊德拉告将你的来意告知了我，呵呵，我早已知道海伦不安好心，她妖媚的眼睛闪烁着邪恶的光，帕里斯被迷惑，却不知为特洛伊带来了多大灾难。,2,100408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100470,幸亏你的到来让城市避过了灾难。,2,100408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100472,我会告诉父王真相，雕像已修复好，再往奇美拉地牢绘出构造，我会为你指明方向,2,100408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100473,很让我震惊，第二个雕像竟然藏在龙卫地牢里。,2,100408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100475,也许你不会相信，在始祖伊洛斯建造特洛伊城初期，龙卫是最英勇的战士，抵御洪水和外敌入侵。,2,100408,暗黑末世后，受圣杯侵蚀的龙卫变得凶残噬血，我以为这是一个传说，原来是真的……关在地牢罢了。,2,100408,背叛的勇士，就如反过来消灭自己的刀，你前往消灭它们吧。,2,100408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100476,拿到手了呢，让它安静地躺在你手上，暗黑的力量会反噬我。,2,100408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100478,阿波罗的祭司布里塞伊斯掌握着第三个雕像的线索，谨慎言辞，她是神谕的使者。,2,100408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100479,阿波罗向我降下了神谕，让我为你提供一切协助。嗯？你认识阿喀琉斯吗？,2,100410,他是个有趣的家伙。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100480,是呢，他将我从希腊人手里救出，一直想要表达谢意，厄，我话太多了。,2,100410,魔龙地牢的位置，是神庙世代守护的秘密，要我透露给你的话，嘻？帮我个忙怎样。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100482,嗯，是什么？,3,,陪我到狮鹫遗迹里一趟，我要替某个死去的女人念安魂咒，确保你可以安然穿过虚空之门。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100483,我们到了，我会在这里吟唱安魂咒，保护好我。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100484,死灵们的躁动暂时安静下来，但她的怨念依旧存在。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100486,你一直所说死去的女人是？,3,,美狄亚，强大而可怜的魔法师，知道金羊毛的故事吗？,2,100410,你会在虚空之门前遇上她，先兑现我的承诺，这是哈迪斯的护身符，你凭它可以穿越迷幻的通道，找到地牢。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100487,看到你安然归来，已经与蜃龙交战过了吧。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100489,不要奇怪，你看到的它只是海市蜃楼一角的幻象，所以无法搜到雕像，蜃龙狡猾而强大。,2,100410,我可以怎么做？,3,,很久以前，伊阿宋从它那里盗取了金羊毛，用金羊毛可以引诱它真身出来，你应当想办法将金羊毛抢过来。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100490,陌生人，警告你不要接近我，我是伟大的英雄伊阿宋，第一个得到金羊毛的勇士，哈哈。,2,100401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100491,可以将金羊毛拿过来一看？真的，我保证只看一眼，我长得那么正直，对吧。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100493,收起你贪婪的目光，滚远一点！粗劣的骗子，最好赶快远离这儿。,2,100401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100494,遇上难题了吗？,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100495,你有希腊王室的信物吗？斯巴达，迈锡尼，雅典，随便一个都可以。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100497,我有雅典王赠予的金腰刀，你有什么计划吗？,2,100417,将腰刀借来使用，利用伊阿宋的弱点骗到金羊毛应该不难。,3,,哈哈哈，那祝你好运。,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100498,我没有时间理会你，识趣点的话立刻消失。,2,100401,你误会了，我是雅典王派来的使者，是为了表彰你的万世功绩前来。,3,,雅典王？我对雅典可没有什么贡献。,2,100401,你曾经从凶猛的蜃龙那里夺走金羊毛，英勇的事迹让雅典王感到敬佩。,3,,哈哈，我凭自己的智谋与勇气获得了它，雅典王想怎样表达对我的赏识？,2,100401,他希望将金羊毛放在雅典王祭台上，在祭台刻上你的名字，告知诸神你的不朽功绩。,3,,,,,,,,,,,,,,,,,,,,
100499,很不错的方式……等等，你要我将金羊毛交给你？,2,100401,是的，我可以保证它安全到达雅典，仪式过后会送回你手里。,3,,可别指望糊弄我，希腊人正和特洛伊打仗，怎样证明你的身份？,2,100401,这是雅典王的金腰刀。,3,,唔。果然是真的，尊敬的使者，请原谅我的冒犯。,2,100401,,,,,,,,,,,,,,,,,,,,,,
#100500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100501,愿向希腊王表达我的谢意，不久我会亲赴希腊加冕圣骑士头衔。,2,100401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100502,你是怎么做到的？伊阿宋居然将金羊毛交给了你。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100503,魔龙地牢的深处，流传着各种可怕的传说。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100505,魔龙拥有不死之身，在地牢里将金羊毛吸引它现出真身，就是最好的时机。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100506,你是历史上唯一完整得到三个神秘雕像的人。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100508,将三个雕像的力量相互连结，地牢尽头的虚空之门将会开启。,2,100410,与之矛盾的是，你使用金羊毛再次唤醒了虚空之门里她的记忆。,2,100410,她？,3,,是美狄亚，她曾经是个可怜的人，你到虚空之门里，确认一下里面的情况。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,
100509,相信你已看到了吧，尽头的不死妖巫就是美狄亚。,2,100410,她的灵魂带着怨恨游荡，请听我讲述关于金羊毛的故事。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100511,伊阿宋为了夺回王位，历尽磨难前往科尔喀斯取金羊毛，这是我们熟知的英雄事迹。,2,100410,然而如果失去美狄亚的帮助，即使他如何英勇，也是无法对抗魔龙盗取金羊毛的。,2,100410,英雄传说的背后是美狄亚的付出，那个痴心的女人为了跟随伊阿宋离开，杀死了弟弟，离开了故土。,2,100410,牺牲了极大代价，下场却是被伊阿宋无情地抛弃，作为报复，她毒死了丈夫的情人和自己的儿子。,2,100410,在她自杀后，魂魄徘徊在与伊阿宋相遇的地方，虽然很痛苦，但为了城邦安全，我容不下她。,2,100410,,,,,,,,,,,,,,,,,,,,,,
100512,想不到将要结束了，在我魔法下游刃有余，你很强。,2,100419,感谢你让我得到刹那的清醒，这里曾经是我快乐的开始，以及，痛苦的落幕。,2,100419,在我再次陷入疯狂之后，请杀掉我吧，我厌倦了世间的肮脏与人心的虚伪……哈哈！,2,100419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100513,虽然很残忍，但这是她最好的结局。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100515,这是美狄亚的手骨，里面残留着她的怨念，她……会让伊阿宋尝到背叛的后果。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100516,你来了，尊敬的雅典王使者。,2,100401,很抱歉地告诉你，我不属于任何势力，我的身份与对你的赞美都是假的。,3,,什么？你这个该死的骗子！我的金羊毛呢？,2,100401,呵……烧了啊。,3,,你竟将我身为英雄王的象征烧掉了！现在就将你送下地狱！,2,100401,,,,,,,,,,,,,,,,,,,,,,
100517,别冲动，我是一个疯子，如果不小心让你流血，大家都很难过是吧，来，这个东西给你。,3,,这是谁的手骨？……好熟悉的感觉，美狄亚？！,2,100401,很害怕再次看见她吗？她会好好对你的，至少，她死去了，还如此眷恋你呢，呵呵。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100518,滚开！滚开！,2,100401,（看来他已经疯了。）,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100519,事情，告一段落了呢，你做的很好。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100520,赫克托耳已知晓你在特洛伊作出的贡献，他希望见你一面。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100521,我听过你的名字，远方的朋友。,2,100405,我们王族时代守护特洛伊，即使付出生命，也不会让外敌踏入特洛伊半步。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100522,你让希腊人已经停止了攻击，你进城后所做的一切，获得了我的信任。,2,100405,帕里斯被海伦迷惑得神魂颠倒，他不知道这会为特洛伊带来灭亡，但他是我弟弟，我必须维护他。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100524,感谢你挽救了特洛伊子民的性命，海伦最后的行踪线索在血池迷宫里，你可以不动声色地消灭她。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100525,我们终于见面了，暗黑圣杯的碎片。,3,,哦呵呵呵，你是来妨碍我的人吗？既然你站在这里，意味着阿伽门农失败了吧？,1,100418,不过，特洛伊战争已为我提供足够多的鲜血祭祀，很快，亡灵的军队复活，大陆的将被暗黑统治。,1,100418,拭目以待吧，卡俄斯，力量残缺的你，仍希望将我重新封印回在冰冷的世界里？,1,100418,,,,,,,,,,,,,,,,,,,,,,,,,
100526,她逃脱了吗？之前的战争中死去的人太多，血祭的力量令她变得强大。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100527,希望你们可以坐下来好好谈谈，如果互相决斗的话，我会站在你这一方的，呵呵。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100528,事到如今，先保证特洛伊城内的安全，你将腐烂血池里残余的守卫消灭，我们在城内搜捕它们的踪影。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100529,做得好，即使特洛伊城安全了，我们也不能掉以轻心。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100531,卡珊德拉好像发现了点什么，需要你的帮助。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100532,你来了呢。事情很不妙啊，即使站着，也能感觉无形中有东西在逐渐吞噬身体。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100533,神谕告诉我，特洛伊城地下设有巨大魔法阵，它能悄无声息地抽取人体的生命。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100535,但我无法准确推算它的位置，布里塞伊斯也许知道，你明白的，我和她的关系可不融洽。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100536,是卡珊德拉让你来的吗？呵呵，她还是一如既往的讨厌我。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100537,要找到魔法阵，必须有与之关联的东西成为媒介。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100539,我想想，千重炼狱中守卫的死亡铠甲是不错的选择。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100540,仪式现在开始。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100542,魔法阵波及的范围出乎我的意料，特洛伊只是它的十分之一，它建在特洛伊王宫底下的黑暗血池中。,2,100410,在破坏它之前，绘画下它的构造和咒文，说不定日后会成为突破战局的关键。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100543,这是卡俄斯创造的咒文，暗黑圣杯与卡俄斯共存的岁月中，圣杯通晓了混沌神的知识。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100545,我已经将它拓印下来了，你最好尽快去破坏它，为了大战来临时特洛伊的安全。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100546,整个特洛伊都清楚了海伦的阴谋，减轻了他们对希腊人的仇恨，但帕里斯还活在自己的幻想中。,2,100410,在他眼里，我们是为了特洛伊的和平而将海伦赶尽杀绝，献回给希腊。,2,100410,在帕里斯的认知中，海伦依旧是那位第一次见面时美丽羞涩的善良女子。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100548,你一定有办法将他从幻想中敲醒，对吧？,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100549,不要在我面前编织海伦是设下了惊天阴谋，让特洛伊和希腊互相仇杀这种谎话。,2,100404,她美丽、善良，我能感到到她真切的爱意，反而是你们这些肮脏的小人，诬蔑了她！,2,100404,不要再沉沦在里面了，醒醒吧，她只是暗黑圣杯化身的幻象。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100550,她的存在是真实的，可以让我游离的心带来温暖的女人，怎么会是邪恶的幻象。,2,100404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100552,除非你手里有足够的证据让我亲眼相信，否定不要在我面前耍你花巧的嘴皮子。,2,100404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100553,我可怜的执迷不悟的哥哥还需要证据才愿意面对现实吗？,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100554,这是逼我下定将鲜血淋漓的真相撕开在他面前的决心。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100556,你将红石坠饰在他面前催动咒语，就会重现海伦献祭死者、复活圣杯的画面。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100557,这是……？,2,100404,（在帕里斯面前使用红石坠饰）,3,,这……不可能的，不会是真的！海伦怎么会只是一股暗黑力量变幻成，你还在欺瞒我。,2,100404,面对现实吧，帕里斯，是你自己在欺瞒自己。,3,,,,,,,,,,,,,,,,,,,,,,,,,,
100558,……好吧，我明白了。,2,100404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100560,我会亲自阻止她，对她犯下的罪恶所负责。,2,100404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100561,你拯救了我的弟弟，我会永远铭记你这份恩情。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100562,城外的情况很不妙，海伦将死者复活，集结成死亡大军，数目难以估计。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100564,我这刻只能将希望寄托在你身上，朋友，到乱石战场里查探一下战况，注意，先保证你的安全。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100565,如果你的计算没错，我们太危险了，亡灵大军的数目足以攻下几个特洛伊。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100567,没错，现在的唯一的办法，你可以尝试和希腊人结盟。,3,,阿喀琉斯就在城里？他曾经是我最大的敌人，即使是被人利用的战争，毕竟是他亲手杀死我无数的朋友。,2,100405,不过我接受你的建议，让死者的牺牲有所价值，让活着的子民和平地生存下去。,2,100405,将我的口信带给他，特洛伊愿意和希腊结盟，我将在旧城遗迹集结军队，让他协助对抗。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,
100568,赫克托耳想要结盟吗？嘿嘿，好，我愿意提供援助，反正特洛伊被攻陷，下一个目标就是我们希腊人。,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100569,既然口头盟约已达成，我会通知城外的希腊人停止干戈。,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100571,不过乱石战场的死灵军队太多了，我们可过不去，你得想个办法。,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100572,辉煌战谷现在可以通过了。,3,,喔！朋友，你做了什么？,2,100417,我把它们都杀了。,3,,……,2,100417,别这样看我，只是暂时的安宁而已，为了你们的盟约，我的刀饮了太多的血。,2,100417,,,,,,,,,,,,,,,,,,,,,,
#100573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100574,我早该知道你是神的使者，这是奥德修斯给予的镇魂阵，安抚死去的灵魂，你到流放之漠里使用它。,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100575,很好，辛苦了，接下来是决战时刻的来临。,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100577,这将是继百年前暗黑末世战争后，载入史册的辉煌一战，你去让赫克托耳尽快调动军队。,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100578,一切准备完毕，战争的号角再次吹响，这次我们面对的即使是暗黑亡灵，也无所畏惧！,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100579,朋友，以后的历史中你的名字将照耀大地每一个角落，就像百年前受人膜拜的卡俄斯那样。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100581,为了黑暗后的黎明！杀啊！！！,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100582,我听说过你的事迹，来自异世的勇者，因为你高超的武艺使我们第一场战争获得胜利。,2,100407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100584,普里阿摩斯？你是特洛伊的国王？,3,,不错，你可以直呼我的名字，我代表特洛伊赐予你圣殿骑士的称号。,2,100407,谢谢你的好意，这儿的战争一旦结束，我就会离开，暗黑圣杯的肆虐大陆各处，特洛伊只是我使命的其中一个。,3,,原来你是神谕带来的使者，那让我们将胜利继续下去，进行第二次反击吧。,2,100407,,,,,,,,,,,,,,,,,,,,,,,,,
100585,赫克托耳常在我面前称颂你，我们的孩子已经八岁了，长大后与你订婚约怎样。,2,100406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100587,别……别冲动，救命！,3,,哦呵呵，只是向你开一个玩笑，现在大军战无不胜，看来诸神站在了我们这一方。,2,100406,我们将趁着胜利进行彻底的压制，让敌人知晓特洛伊人的怒火一旦燃起，是多么的可怕！,2,100406,为了和平而战斗！,2,100406,,,,,,,,,,,,,,,,,,,,,,,,,
100588,哈哈哈，胜利的天秤最后还是倾倒向我们这一方，残余的亡灵军团已失去了反抗的力量。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100590,这场战争的胜利的荣誉归在你我身上，不过，我们还有最大的祸患没清除掉。,2,100405,海伦躲藏在终结之地里，我们不知道她接下来的计划，毕竟死灰复燃也不是难事。,2,100405,最好的办法是消灭她，卡珊德拉有皇族相传的暗之匕首，它可以为你增添几分胜算。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100591,这是暗之匕首……,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100592,它会唤醒你内心的黑暗，如果没有足够的意志，请勿轻易动用它。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100594,祝你好运，我为你准备盛大的宴会。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100595,真是一件好事，我们又见面了，亲爱的人形圣杯。,3,,卡俄斯！你又想要妨碍我吗？我不想回到那个混沌苍白的世界里……你，放过我吧。,2,100418,是我创造了圣杯，但我没想到，身为其中一块碎片的你，居然拥有了自我意识。,3,,很可惜，你不应该诞生在这个世界的，你无法抑制心底天然的毁灭、嗜血、诱骗这些欲望……,3,,尼克斯赐予了你身为人类的意识思想，是她的错……但，为了死去的生命安息，我还是得消灭你。,,,,,,,,,,,,,,,,,,,,,,,,
100596,既然我的出生注定要重新回归黑暗，那……我可以毫无顾忌地执行尼克斯给我的指引。,2,100418,你有什么图谋？,3,,我在大陆各地埋下了魔法阵，一旦发动，特洛伊城、佩达斯、奥林匹斯山，都会坠入冥界，哈哈哈！,100418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100598,海伦，这是真的吗……？我不敢相信。,2,100404,是，这是真的，我不是人类，只是圣杯的一块碎片，我天生的使命，就是用毁灭来清洗世界的罪恶。,2,100420,希腊和特洛伊的战争也是你挑起的吗？,2,100404,是的，这是战争的真相，死去的人越多，我就越强大。,2,100420,,,,,,,,,,,,,,,,,,,,,,,,,
100599,你知道吗，那些死去的人里，有我的亲人、朋友，还有我热爱的城镇……,2,100420,让你难过了，真对不起……就像卡俄斯说的那样，我本来是不应该拥有意识的。,2,100420,我，无法原谅你……,2,100420,我知道……我已经让魔法阵停止了，最后，你能够看着我离开……真好……,2,100418,,,,,,,,,,,,,,,,,,,,,,,,,
100600,我通过灵魂水晶看到了终结之地的事，单凭正义与邪恶，无法去判定海伦的错与对。,2,100411,她在黑暗里诞生，因拥有了心而战胜黑暗，比绝大多数的人类的心灵都要纯净无暇，是吧？,2,100411,可惜……世界永远无法容下她，这是注定的枷锁。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100601,对于我们来说，发笔战争财是个不错的主意。,2,100425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#403001,加插新第三章剧情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403002,即使假面是你创造，但现在虚弱的你不能在戴上后抵抗它梦魇般的诅咒，除非用阿波罗的圣水倒映。,2,100217,但不必担心，当初穿过黎明之门到溪木镇时，我将圣水携带身旁，可惜现在不知散落在哪儿。,2,100217,它在入夜时会飞散出萤火般的光，我们回到溪木镇寻找它的下落吧。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403003,想不到我们会再次回到这里。,2,100015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403004,我知道阿卡玛斯的死让你伤心，当某天你恢复全部力量的时候，所有人的生死都由你自由掌控。,2,100015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403005,我会通过神祗的灵魂连锁寻找圣水的下落，你愿意的话，可以先回到镇子里询问它的踪迹。,2,100015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403006,嗨，好久不见了呢。,2,100013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403007,先帮我一个忙可以吗？我的钱袋遗留在迷烟森林里，上次进去时我竟然看到了巨大的蜘蛛腿！,2,100013,它的腿毛扫过的我脸，实在不想回忆了！那个地方不太安宁，但钱袋里有我最重要的东西，拜托你了。,2,100013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403008,不错就是这个，实在感谢，你还是依旧的热心呢。,2,100013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403009,对了，你之前是想问我在晚上是否看到了荧光？,2,100013,这可没有呢，但斯拉最近总是受到梦魇困扰，似乎遇上了奇怪的东西。,2,100013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403010,混沌之神的气息……,2,100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403011,我就知道你终会来。,2,100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403012,芬里尔狼死后，镇外一直传来细微的波动，恐怕黑暗力量被什么吸引着，还未退走。,2,100007,数个晚上我受影响产生了梦魇，隐约看到有魔化后的诸神想屠杀这儿，只怕是与你所说的圣水有关。,2,100007,圣水可以加速暗黑圣杯的愈合，到古老的禁地日炎之森看看吧，那是梦的伊始。,2,100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
