id,init_open_ids,tigger_enter_id,enter_close_ids,finish_open_ids,ready_time,spawn_interval,pos,spawn_ids,story_spawn_ids,next_zone,movieTriger,end,
8003200,,,,,1,1,"[11,0,16]",[8003200],,,0,,
8003300,,,,,1,1,"[78,0,86]",[8003300],,,0,,
8003400,,,,,1,1,"[63.2,0,15]",[8003400],,,0,,
8003500,,,,,1,1,"[76.3,0,74.8]",,,,0,,
8004100,,,,,1,1,"[77,18,27]",[8004100],,,0,,
8004200,,,,,1,1,"[11,0,16]",[8004200],,,0,,
8004300,,,,,1,1,"[78,0,86]",[8004300],,,0,,
8004400,,,,,1,1,"[63.2,0,15]",[8004400],,,0,,
8004500,,,,,1,1,"[76.3,0,74.8]",,,,0,,
8005100,,,,,1,1,"[77,18,27]",[8005100],,,0,,
8005200,,,,,1,1,"[11,0,16]",[8005200],,,0,,
8005300,,,,,1,1,"[78,0,86]",[8005300],,,0,,
8005400,,,,,1,1,"[63.2,0,15]",[8005400],,,0,,
8005500,,,,,1,1,"[76.3,0,74.8]",,,,0,,
40001,,,,,1,1,"[77,18,27]","[400010,400011]",,40002,0,,
40002,,,,,1,1,"[77,18,27]","[400020,400021]",,40003,0,,
40003,,,,,1,1,"[77,18,27]","[400030,400031]",,40004,0,,
40004,,,,,1,1,"[77,18,27]","[400040,400041]",,40005,0,,
40005,,,,,1,1,"[77,18,27]",[400050],,40006,0,,
40006,,,,,1,1,"[77,18,27]","[400060,400061]",,40007,0,,
40007,,,,,1,1,"[77,18,27]","[400070,400071]",,40008,0,,
40008,,,,,1,1,"[77,18,27]","[400080,400081]",,40009,0,,
40009,,,,,1,1,"[77,18,27]","[400090,400091]",,40010,0,,
40010,,,,,1,1,"[77,18,27]",[400100],,40011,0,,
40011,,,,,1,1,"[77,18,27]","[400110,400111]",,40012,0,,
40012,,,,,1,1,"[77,18,27]","[400120,400121]",,40013,0,,
40013,,,,,1,1,"[77,18,27]","[400130,400131]",,40014,0,,
40014,,,,,1,1,"[77,18,27]","[400140,400141]",,40015,0,,
40015,,,,,1,1,"[77,18,27]",[400150],,40016,0,,
40016,,,,,1,1,"[77,18,27]","[400160,400161]",,40017,0,,
40017,,,,,1,1,"[77,18,27]","[400170,400171]",,40018,0,,
40018,,,,,1,1,"[77,18,27]","[400180,400181]",,40019,0,,
40019,,,,,1,1,"[77,18,27]","[400190,400191]",,40020,0,,
40020,,,,,1,1,"[77,18,27]",[400200],,40021,0,,
40021,,,,,1,1,"[77,18,27]","[400210,400211]",,40022,0,,
40022,,,,,1,1,"[77,18,27]","[400220,400221]",,40023,0,,
40023,,,,,1,1,"[77,18,27]","[400230,400231]",,40024,0,,
40024,,,,,1,1,"[77,18,27]","[400240,400241]",,40025,0,,
40025,,,,,1,1,"[77,18,27]",[400250],,40026,0,,
40026,,,,,1,1,"[77,18,27]","[400260,400261]",,40027,0,,
40027,,,,,1,1,"[77,18,27]","[400270,400271]",,40028,0,,
40028,,,,,1,1,"[77,18,27]","[400280,400281]",,40029,0,,
40029,,,,,1,1,"[77,18,27]","[400290,400291]",,40030,0,,
40030,,,,,1,1,"[77,18,27]",[400300],,40031,0,,
40031,,,,,1,1,"[77,18,27]","[400310,400311]",,40032,0,,
40032,,,,,1,1,"[77,18,27]","[400320,400321]",,40033,0,,
40033,,,,,1,1,"[77,18,27]","[400330,400331]",,40034,0,,
40034,,,,,1,1,"[77,18,27]","[400340,400341]",,40035,0,,
40035,,,,,1,1,"[77,18,27]",[400350],,40036,0,,
40036,,,,,1,1,"[77,18,27]","[400360,400361]",,40037,0,,
40037,,,,,1,1,"[77,18,27]","[400370,400371]",,40038,0,,
40038,,,,,1,1,"[77,18,27]","[400380,400381]",,40039,0,,
40039,,,,,1,1,"[77,18,27]","[400390,400391]",,40040,0,,
40040,,,,,1,1,"[77,18,27]",[400400],,40041,0,,
40041,,,,,1,1,"[77,18,27]","[400410,400411]",,40042,0,,
40042,,,,,1,1,"[77,18,27]","[400420,400421]",,40043,0,,
40043,,,,,1,1,"[77,18,27]","[400430,400431]",,40044,0,,
40044,,,,,1,1,"[77,18,27]","[400440,400441]",,40045,0,,
40045,,,,,1,1,"[77,18,27]",[400450],,0,0,,
